wolf_id,pack_id,timestamp,latitude,longitude
W001,Yellowhead,2024-06-01T16:00:00,54.151116,-119.796873
W001,Yellowhead,2024-06-01T20:00:00,54.07726,-119.953972
W001,Yellowhead,2024-06-02T00:00:00,54.005192,-120.032461
W001,Yellowhead,2024-06-02T04:00:00,54.017798,-119.836354
W001,Yellowhead,2024-06-02T08:00:00,53.929879,-119.948002
W001,Yellowhead,2024-06-02T12:00:00,53.905308,-120.080178
W001,Yellowhead,2024-06-02T16:00:00,53.820119,-120.000113
W001,Yellowhead,2024-06-02T20:00:00,53.91365,-119.979835
W001,Yellowhead,2024-06-03T00:00:00,53.982903,-119.795436
W001,Yellowhead,2024-06-03T04:00:00,53.90699,-119.7272
W001,Yellowhead,2024-06-03T08:00:00,53.972886,-119.867972
W001,Yellowhead,2024-06-03T12:00:00,53.893596,-119.741263
W001,Yellowhead,2024-06-03T16:00:00,53.903537,-119.909729
W001,Yellowhead,2024-06-03T20:00:00,53.89252,-119.705332
W001,Yellowhead,2024-06-04T00:00:00,53.953496,-119.895058
W001,Yellowhead,2024-06-04T04:00:00,54.072403,-119.785944
W001,Yellowhead,2024-06-04T08:00:00,54.005872,-119.986405
W001,Yellowhead,2024-06-04T12:00:00,54.105542,-120.135067
W001,Yellowhead,2024-06-04T16:00:00,54.026009,-120.030247
W001,Yellowhead,2024-06-04T20:00:00,54.045093,-120.252819
W001,Yellowhead,2024-06-05T00:00:00,53.935911,-120.170809
W001,Yellowhead,2024-06-05T04:00:00,54.005961,-120.303272
W001,Yellowhead,2024-06-05T08:00:00,53.969873,-120.156209
W001,Yellowhead,2024-06-05T12:00:00,53.900142,-120.003915
W001,Yellowhead,2024-06-05T16:00:00,53.852623,-120.151003
W001,Yellowhead,2024-06-05T20:00:00,53.952312,-120.138549
W001,Yellowhead,2024-06-06T00:00:00,53.824161,-120.185993
W001,Yellowhead,2024-06-06T04:00:00,53.904467,-120.03675
W001,Yellowhead,2024-06-06T08:00:00,53.888445,-119.820903
W001,Yellowhead,2024-06-06T12:00:00,53.916383,-120.040925
W001,Yellowhead,2024-06-06T16:00:00,53.929143,-120.228373
W001,Yellowhead,2024-06-06T20:00:00,53.862242,-120.051512
W001,Yellowhead,2024-06-07T00:00:00,53.965491,-119.949051
W001,Yellowhead,2024-06-07T04:00:00,54.048681,-119.886598
W001,Yellowhead,2024-06-07T08:00:00,54.023043,-120.100269
W001,Yellowhead,2024-06-07T12:00:00,54.04538,-119.941332
W001,Yellowhead,2024-06-07T16:00:00,54.001324,-120.035416
W001,Yellowhead,2024-06-07T20:00:00,54.068833,-119.891363
W001,Yellowhead,2024-06-08T00:00:00,53.945479,-119.943898
W001,Yellowhead,2024-06-08T04:00:00,53.943021,-120.166463
W001,Yellowhead,2024-06-08T08:00:00,53.886968,-120.054243
W001,Yellowhead,2024-06-08T12:00:00,54.005425,-120.05762
W001,Yellowhead,2024-06-08T16:00:00,54.009845,-120.264514
W001,Yellowhead,2024-06-08T20:00:00,53.982471,-120.058429
W001,Yellowhead,2024-06-09T00:00:00,54.036148,-119.914627
W001,Yellowhead,2024-06-09T04:00:00,53.962851,-119.80427
W001,Yellowhead,2024-06-09T08:00:00,53.891899,-119.88722
W001,Yellowhead,2024-06-09T12:00:00,53.802472,-119.93995
W001,Yellowhead,2024-06-09T16:00:00,53.90408,-119.864947
W001,Yellowhead,2024-06-09T20:00:00,53.978133,-119.754758
W001,Yellowhead,2024-06-10T00:00:00,53.919775,-119.953456
W001,Yellowhead,2024-06-10T04:00:00,53.890076,-119.773567
W001,Yellowhead,2024-06-10T08:00:00,53.931969,-119.91215
W001,Yellowhead,2024-06-10T12:00:00,53.912896,-120.094995
W001,Yellowhead,2024-06-10T16:00:00,53.92033,-120.262581
W001,Yellowhead,2024-06-10T20:00:00,53.951156,-120.173547
W001,Yellowhead,2024-06-11T00:00:00,53.875147,-120.303197
W001,Yellowhead,2024-06-11T04:00:00,53.96822,-120.175278
W001,Yellowhead,2024-06-11T08:00:00,54.028158,-120.011207
W001,Yellowhead,2024-06-11T12:00:00,54.14753,-120.072333
W001,Yellowhead,2024-06-11T16:00:00,54.072275,-119.880696
W001,Yellowhead,2024-06-11T20:00:00,54.141817,-119.780284
W001,Yellowhead,2024-06-12T00:00:00,54.045985,-119.788595
W001,Yellowhead,2024-06-12T04:00:00,54.034513,-120.017924
W001,Yellowhead,2024-06-12T08:00:00,54.039994,-119.855385
W001,Yellowhead,2024-06-12T12:00:00,54.028486,-120.027039
W001,Yellowhead,2024-06-12T16:00:00,54.07085,-120.190809
W001,Yellowhead,2024-06-12T20:00:00,54.036081,-119.977119
W001,Yellowhead,2024-06-13T00:00:00,54.155806,-120.047851
W001,Yellowhead,2024-06-13T04:00:00,54.028912,-120.050743
W001,Yellowhead,2024-06-13T08:00:00,53.929259,-120.185086
W001,Yellowhead,2024-06-13T12:00:00,54.007818,-119.998338
W001,Yellowhead,2024-06-13T16:00:00,53.982667,-120.178845
W001,Yellowhead,2024-06-13T20:00:00,53.9178,-120.097626
W001,Yellowhead,2024-06-14T00:00:00,53.99846,-120.197639
W001,Yellowhead,2024-06-14T04:00:00,53.909983,-120.150282
W001,Yellowhead,2024-06-14T08:00:00,54.017234,-120.126077
W001,Yellowhead,2024-06-14T12:00:00,53.90909,-120.190938
W001,Yellowhead,2024-06-14T16:00:00,53.95779,-120.030595
W001,Yellowhead,2024-06-14T20:00:00,54.05485,-119.956237
W001,Yellowhead,2024-06-15T00:00:00,54.154919,-119.922146
W001,Yellowhead,2024-06-15T04:00:00,54.101463,-120.061649
W001,Yellowhead,2024-06-15T08:00:00,54.000208,-120.105102
W001,Yellowhead,2024-06-15T12:00:00,53.978786,-120.320741
W001,Yellowhead,2024-06-15T16:00:00,54.03979,-120.13413
W001,Yellowhead,2024-06-15T20:00:00,53.948849,-120.031787
W001,Yellowhead,2024-06-16T00:00:00,54.055418,-119.90984
W001,Yellowhead,2024-06-16T04:00:00,53.971475,-119.820471
W001,Yellowhead,2024-06-16T08:00:00,54.03308,-119.941037
W001,Yellowhead,2024-06-16T12:00:00,53.952445,-120.12077
W001,Yellowhead,2024-06-16T16:00:00,54.060937,-120.046952
W001,Yellowhead,2024-06-16T20:00:00,54.141136,-119.934964
W001,Yellowhead,2024-06-17T00:00:00,54.080785,-120.013972
W001,Yellowhead,2024-06-17T04:00:00,54.162873,-119.844435
W001,Yellowhead,2024-06-17T08:00:00,54.128622,-120.03419
W001,Yellowhead,2024-06-17T12:00:00,54.024427,-119.95896
W001,Yellowhead,2024-06-17T16:00:00,54.123044,-119.84033
W001,Yellowhead,2024-06-17T20:00:00,54.059309,-119.907685
W001,Yellowhead,2024-06-18T00:00:00,54.148674,-119.893526
W001,Yellowhead,2024-06-18T04:00:00,54.086382,-120.094615
W001,Yellowhead,2024-06-18T08:00:00,53.977452,-120.072764
W001,Yellowhead,2024-06-18T12:00:00,54.060862,-120.234351
W001,Yellowhead,2024-06-18T16:00:00,54.051335,-120.035758
W001,Yellowhead,2024-06-18T20:00:00,54.164173,-120.131395
W001,Yellowhead,2024-06-19T00:00:00,54.073853,-120.029163
W001,Yellowhead,2024-06-19T04:00:00,54.042997,-120.179951
W001,Yellowhead,2024-06-19T08:00:00,53.988172,-120.330976
W001,Yellowhead,2024-06-19T12:00:00,54.015171,-120.208636
W001,Yellowhead,2024-06-19T16:00:00,54.037157,-120.026789
W001,Yellowhead,2024-06-19T20:00:00,54.162501,-119.940794
W001,Yellowhead,2024-06-20T00:00:00,54.048687,-119.998167
W001,Yellowhead,2024-06-20T04:00:00,53.936459,-119.970089
W001,Yellowhead,2024-06-20T08:00:00,54.055903,-119.894322
W001,Yellowhead,2024-06-20T12:00:00,53.958671,-119.902476
W001,Yellowhead,2024-06-20T16:00:00,54.060746,-119.823538
W001,Yellowhead,2024-06-20T20:00:00,54.127077,-119.957012
W001,Yellowhead,2024-06-21T00:00:00,54.061164,-120.009662
W001,Yellowhead,2024-06-21T04:00:00,53.944605,-120.117089
W001,Yellowhead,2024-06-21T08:00:00,53.88121,-120.28078
W001,Yellowhead,2024-06-21T12:00:00,53.960099,-120.150854
W001,Yellowhead,2024-06-21T16:00:00,53.953215,-119.978144
W001,Yellowhead,2024-06-21T20:00:00,53.943367,-119.808099
W001,Yellowhead,2024-06-22T00:00:00,54.007613,-119.690569
W001,Yellowhead,2024-06-22T04:00:00,53.964808,-119.836691
W001,Yellowhead,2024-06-22T08:00:00,54.099712,-119.823253
W001,Yellowhead,2024-06-22T12:00:00,54.025081,-119.908727
W001,Yellowhead,2024-06-22T16:00:00,54.09961,-119.816571
W001,Yellowhead,2024-06-22T20:00:00,54.04771,-119.936303
W001,Yellowhead,2024-06-23T00:00:00,54.156082,-119.85115
W001,Yellowhead,2024-06-23T04:00:00,54.070145,-119.995285
W001,Yellowhead,2024-06-23T08:00:00,53.956439,-119.915996
W001,Yellowhead,2024-06-23T12:00:00,54.049332,-119.932068
W001,Yellowhead,2024-06-23T16:00:00,54.085851,-120.097943
W001,Yellowhead,2024-06-23T20:00:00,54.008821,-120.144852
W001,Yellowhead,2024-06-24T00:00:00,54.102742,-120.217916
W001,Yellowhead,2024-06-24T04:00:00,53.984717,-120.105666
W001,Yellowhead,2024-06-24T08:00:00,53.979732,-120.28348
W001,Yellowhead,2024-06-24T12:00:00,53.958693,-120.056489
W001,Yellowhead,2024-06-24T16:00:00,53.988138,-119.858322
W001,Yellowhead,2024-06-24T20:00:00,54.044149,-119.98452
W001,Yellowhead,2024-06-25T00:00:00,53.913184,-119.992103
W001,Yellowhead,2024-06-25T04:00:00,54.015568,-119.934658
W001,Yellowhead,2024-06-25T08:00:00,53.925747,-120.106492
W001,Yellowhead,2024-06-25T12:00:00,53.870265,-119.943819
W001,Yellowhead,2024-06-25T16:00:00,53.958795,-119.853358
W001,Yellowhead,2024-06-25T20:00:00,54.030067,-119.65822
W001,Yellowhead,2024-06-26T00:00:00,54.045652,-119.794917
W001,Yellowhead,2024-06-26T04:00:00,54.139719,-119.852539
W001,Yellowhead,2024-06-26T08:00:00,54.060183,-119.969112
W001,Yellowhead,2024-06-26T12:00:00,54.156234,-119.931421
W001,Yellowhead,2024-06-26T16:00:00,54.097123,-120.053031
W001,Yellowhead,2024-06-26T20:00:00,54.02895,-119.920582
W001,Yellowhead,2024-06-27T00:00:00,54.129697,-119.997265
W001,Yellowhead,2024-06-27T04:00:00,54.058766,-119.846767
W001,Yellowhead,2024-06-27T08:00:00,54.01438,-120.01304
W001,Yellowhead,2024-06-27T12:00:00,53.92164,-120.075397
W001,Yellowhead,2024-06-27T16:00:00,53.987645,-120.187887
W001,Yellowhead,2024-06-27T20:00:00,54.108345,-120.291247
W001,Yellowhead,2024-06-28T00:00:00,54.069976,-120.127829
W001,Yellowhead,2024-06-28T04:00:00,54.106608,-120.320422
W001,Yellowhead,2024-06-28T08:00:00,54.024507,-120.179854
W001,Yellowhead,2024-06-28T12:00:00,54.049909,-120.389411
W001,Yellowhead,2024-06-28T16:00:00,54.115328,-120.188
W001,Yellowhead,2024-06-28T20:00:00,54.055138,-120.006491
W001,Yellowhead,2024-06-29T00:00:00,54.106207,-119.870918
W001,Yellowhead,2024-06-29T04:00:00,54.01212,-119.941461
W001,Yellowhead,2024-06-29T08:00:00,54.051949,-119.734743
W001,Yellowhead,2024-06-29T12:00:00,54.075601,-119.922975
W001,Yellowhead,2024-06-29T16:00:00,54.118447,-120.076815
W001,Yellowhead,2024-06-29T20:00:00,54.055805,-120.245304
W001,Yellowhead,2024-06-30T00:00:00,54.065764,-120.077757
W001,Yellowhead,2024-06-30T04:00:00,54.17161,-119.993686
W001,Yellowhead,2024-06-30T08:00:00,54.070812,-119.916106
W001,Yellowhead,2024-06-30T12:00:00,54.115761,-120.030888
W001,Yellowhead,2024-06-30T16:00:00,54.06378,-119.872301
W001,Yellowhead,2024-06-30T20:00:00,54.054265,-119.642614
W001,Yellowhead,2024-07-01T00:00:00,53.941382,-119.675
W001,Yellowhead,2024-07-01T04:00:00,54.002831,-119.769945
W001,Yellowhead,2024-07-01T08:00:00,53.947306,-119.939127
W001,Yellowhead,2024-07-01T12:00:00,53.823666,-119.850392
W002,Yellowhead,2024-06-01T14:00:00,53.974979,-119.811209
W002,Yellowhead,2024-06-01T18:00:00,53.862707,-119.835228
W002,Yellowhead,2024-06-01T22:00:00,53.860385,-120.034696
W002,Yellowhead,2024-06-02T02:00:00,53.995309,-120.047523
W002,Yellowhead,2024-06-02T06:00:00,54.103821,-120.108947
W002,Yellowhead,2024-06-02T10:00:00,54.214705,-120.211726
W002,Yellowhead,2024-06-02T14:00:00,54.190364,-120.065167
W002,Yellowhead,2024-06-02T18:00:00,54.067372,-120.160856
W002,Yellowhead,2024-06-02T22:00:00,54.029871,-120.037708
W002,Yellowhead,2024-06-03T02:00:00,53.995055,-120.209807
W002,Yellowhead,2024-06-03T06:00:00,53.945626,-120.35184
W002,Yellowhead,2024-06-03T10:00:00,54.017051,-120.223013
W002,Yellowhead,2024-06-03T14:00:00,53.969982,-120.019126
W002,Yellowhead,2024-06-03T18:00:00,53.862905,-119.897202
W002,Yellowhead,2024-06-03T22:00:00,53.92436,-120.063651
W002,Yellowhead,2024-06-04T02:00:00,53.833497,-120.185944
W002,Yellowhead,2024-06-04T06:00:00,53.944743,-120.05594
W002,Yellowhead,2024-06-04T10:00:00,53.888166,-120.246452
W002,Yellowhead,2024-06-04T14:00:00,53.923901,-120.132314
W002,Yellowhead,2024-06-04T18:00:00,53.85067,-120.325182
W002,Yellowhead,2024-06-04T22:00:00,53.906401,-120.182867
W002,Yellowhead,2024-06-05T02:00:00,53.985975,-119.999607
W002,Yellowhead,2024-06-05T06:00:00,54.084014,-120.051477
W002,Yellowhead,2024-06-05T10:00:00,54.122145,-120.226613
W002,Yellowhead,2024-06-05T14:00:00,54.05372,-120.051035
W002,Yellowhead,2024-06-05T18:00:00,54.165685,-120.070352
W002,Yellowhead,2024-06-05T22:00:00,54.11666,-119.952756
W002,Yellowhead,2024-06-06T02:00:00,54.052635,-120.008993
W002,Yellowhead,2024-06-06T06:00:00,54.029224,-120.206862
W002,Yellowhead,2024-06-06T10:00:00,54.085949,-120.078116
W002,Yellowhead,2024-06-06T14:00:00,54.040023,-120.267549
W002,Yellowhead,2024-06-06T18:00:00,54.101363,-120.062495
W002,Yellowhead,2024-06-06T22:00:00,54.126969,-119.84229
W002,Yellowhead,2024-06-07T02:00:00,54.091249,-119.978584
W002,Yellowhead,2024-06-07T06:00:00,54.011375,-119.947737
W002,Yellowhead,2024-06-07T10:00:00,54.062319,-119.864922
W002,Yellowhead,2024-06-07T14:00:00,54.12515,-119.746015
W002,Yellowhead,2024-06-07T18:00:00,54.097764,-119.885987
W002,Yellowhead,2024-06-07T22:00:00,54.100846,-120.04523
W002,Yellowhead,2024-06-08T02:00:00,54.005028,-119.983569
W002,Yellowhead,2024-06-08T06:00:00,53.894645,-119.890444
W002,Yellowhead,2024-06-08T10:00:00,53.955678,-119.959083
W002,Yellowhead,2024-06-08T14:00:00,54.018921,-120.086546
W002,Yellowhead,2024-06-08T18:00:00,53.912725,-120.027904
W002,Yellowhead,2024-06-08T22:00:00,53.894199,-119.846415
W002,Yellowhead,2024-06-09T02:00:00,53.941787,-119.941746
W002,Yellowhead,2024-06-09T06:00:00,53.947707,-119.793131
W002,Yellowhead,2024-06-09T10:00:00,53.98962,-119.912147
